127.0.0.1 [12/Jun/2014:15:49:12 +0000][854 ms] "PUT /identity/api/tenants/sqa/securityContext?includePermissions=true&includeRoles=false HTTP/1.1" 200 3049 [tomcat-http--32]
127.0.0.1 [12/Jun/2014:15:49:12 +0000][1575 ms] "GET /component-registry/endpoints/types/com.vmware.csp.iaas.api HTTP/1.1" 200 440 [tomcat-http--9]
10.152.9.8 [12/Jun/2014:15:49:13 +0000][85 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 1562 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:13 +0000][73 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:13 +0000][72 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 4362 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:13 +0000][42 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:15 +0000][8 ms] "GET /component-registry/endpoints/types/sso HTTP/1.1" 200 1681 [tomcat-http--6]
10.152.9.8 [12/Jun/2014:15:49:16 +0000][28 ms] "GET /component-registry/endpoints/types/com.vmware.csp.cafe.authentication.api/default HTTP/1.1" 200 427 [tomcat-http--25]
10.152.9.8 [12/Jun/2014:15:49:17 +0000][718 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 244 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:18 +0000][32 ms] "GET /component-registry/endpoints/types/com.vmware.csp.cafe.authorization.api/default HTTP/1.1" 200 440 [tomcat-http--25]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][24 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 404 - [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][25 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 200 4413 [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][45 ms] "PUT /identity/api/authorization/roles/COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 201 - [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][25 ms] "GET /identity/api/authorization/tenants/sqa/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69 HTTP/1.1" 404 164 [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][34 ms] "GET /identity/api/authorization/tenants/sqa/scopes?$filter=name%20eq%20'Fabric+Group' HTTP/1.1" 200 103 [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][30 ms] "PUT /identity/api/authorization/tenants/sqa/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69 HTTP/1.1" 201 - [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][39 ms] "PUT /identity/api/authorization/tenants/sqa/principals/auto.fa@sqa.local/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69/roles/COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 204 - [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:19 +0000][102 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][31 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 1562 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][28 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][41 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 4362 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][39 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][24 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 361 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][39 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][46 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][31 ms] "GET /identity/api/authorization/tenants/sqa/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69/principals/?roleId=COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR&limit=2147483647 HTTP/1.1" 200 173 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:20 +0000][24 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 404 - [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:21 +0000][697 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 453 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:21 +0000][31 ms] "GET /identity/api/authorization/roles/COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 200 4418 [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:21 +0000][24 ms] "GET /identity/api/authorization/tenants/sqa/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69 HTTP/1.1" 200 242 [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:21 +0000][31 ms] "GET /identity/api/authorization/tenants/sqa/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69/principals/?roleId=COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR&limit=2147483647 HTTP/1.1" 200 173 [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:21 +0000][41 ms] "PUT /identity/api/authorization/tenants/sqa/principals/Auto.admin@sqa.local/scopes/e90b44a0-afcb-41cb-9d09-5be96cfcfd69/roles/COM_VMWARE_IAAS_SCOPE_ENTERPRISE_ADMINISTRATOR HTTP/1.1" 204 - [tomcat-http--29]
10.152.9.8 [12/Jun/2014:15:49:22 +0000][57 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:22 +0000][26 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 1562 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:22 +0000][30 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:22 +0000][61 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 9803 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:22 +0000][39 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:25 +0000][729 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 254 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:29 +0000][3734 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 237 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:29 +0000][787 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 252 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:29 +0000][29 ms] "GET /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7 HTTP/1.1" 404 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][30 ms] "GET /identity/api/tenants/sqa/subtenants/ HTTP/1.1" 200 103 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][42 ms] "POST /identity/api/tenants/sqa/subtenants HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][36 ms] "GET /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/ HTTP/1.1" 200 103 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][33 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][53 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/CSP_SUBTENANT_MANAGER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][37 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][55 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/CSP_SUPPORT/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][41 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][55 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/CSP_CONSUMER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:30 +0000][55 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:31 +0000][729 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 1562 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:31 +0000][62 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:31 +0000][44 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 9803 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:31 +0000][46 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:33 +0000][645 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 254 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:34 +0000][1438 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 237 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][647 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 252 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][25 ms] "GET /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286 HTTP/1.1" 404 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][30 ms] "GET /identity/api/tenants/sqa/subtenants/ HTTP/1.1" 200 235 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][34 ms] "POST /identity/api/tenants/sqa/subtenants HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][26 ms] "GET /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/ HTTP/1.1" 200 103 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][33 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:35 +0000][50 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/CSP_SUBTENANT_MANAGER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:36 +0000][31 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:36 +0000][50 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/CSP_SUPPORT/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:36 +0000][33 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:36 +0000][50 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/CSP_CONSUMER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:42 +0000][56 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:43 +0000][769 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 1562 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:43 +0000][62 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:43 +0000][46 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 9803 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:43 +0000][42 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:43 +0000][25 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 876 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:43 +0000][37 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][48 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][28 ms] "GET /identity/api/authorization/tenants/sqa/scopes/977e970c-bd62-461d-9cce-1672e269f286/principals/?roleId=COM_VMWARE_IAAS_SCOPE_GROUP_ADMINISTRATOR&limit=2147483647 HTTP/1.1" 404 154 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][34 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_GROUP_ADMINISTRATOR HTTP/1.1" 200 7842 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][30 ms] "GET /identity/api/authorization/tenants/sqa/scopes/977e970c-bd62-461d-9cce-1672e269f286/principals/?roleId=CSP_SUBTENANT_MANAGER&limit=2147483647 HTTP/1.1" 200 174 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][24 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 876 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][38 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][46 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][29 ms] "GET /identity/api/authorization/tenants/sqa/scopes/977e970c-bd62-461d-9cce-1672e269f286/principals/?roleId=COM_VMWARE_IAAS_SCOPE_VRM_SUPPORT&limit=2147483647 HTTP/1.1" 404 146 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][30 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_VRM_SUPPORT HTTP/1.1" 200 4434 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][28 ms] "GET /identity/api/authorization/tenants/sqa/scopes/977e970c-bd62-461d-9cce-1672e269f286/principals/?roleId=CSP_SUPPORT&limit=2147483647 HTTP/1.1" 200 178 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][25 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 876 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][40 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][239 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:44 +0000][26 ms] "GET /identity/api/authorization/tenants/sqa/scopes/977e970c-bd62-461d-9cce-1672e269f286/principals/?roleId=COM_VMWARE_IAAS_SCOPE_VRM_USER&limit=2147483647 HTTP/1.1" 404 143 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][28 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_VRM_USER HTTP/1.1" 200 3662 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][34 ms] "GET /identity/api/authorization/tenants/sqa/scopes/977e970c-bd62-461d-9cce-1672e269f286/principals/?roleId=CSP_CONSUMER&limit=2147483647 HTTP/1.1" 200 179 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][24 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 876 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][42 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][52 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][29 ms] "GET /identity/api/authorization/tenants/sqa/scopes/429be20c-a4bf-4627-a593-d32ef2b088e7/principals/?roleId=COM_VMWARE_IAAS_SCOPE_GROUP_ADMINISTRATOR&limit=2147483647 HTTP/1.1" 404 154 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][41 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_GROUP_ADMINISTRATOR HTTP/1.1" 200 7842 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][30 ms] "GET /identity/api/authorization/tenants/sqa/scopes/429be20c-a4bf-4627-a593-d32ef2b088e7/principals/?roleId=CSP_SUBTENANT_MANAGER&limit=2147483647 HTTP/1.1" 200 174 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][25 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 876 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][46 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][56 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][29 ms] "GET /identity/api/authorization/tenants/sqa/scopes/429be20c-a4bf-4627-a593-d32ef2b088e7/principals/?roleId=COM_VMWARE_IAAS_SCOPE_VRM_SUPPORT&limit=2147483647 HTTP/1.1" 404 146 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][32 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_VRM_SUPPORT HTTP/1.1" 200 4434 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][31 ms] "GET /identity/api/authorization/tenants/sqa/scopes/429be20c-a4bf-4627-a593-d32ef2b088e7/principals/?roleId=CSP_SUPPORT&limit=2147483647 HTTP/1.1" 200 178 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][26 ms] "GET /identity/api/authorization/tenants/sqa/scopes/ HTTP/1.1" 200 876 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:45 +0000][41 ms] "GET /identity/api/authorization/roles/?$filter=type%20eq%20'scope' HTTP/1.1" 200 14818 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:46 +0000][50 ms] "GET /identity/api/authorization/roles/extensions/ HTTP/1.1" 200 38866 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:46 +0000][31 ms] "GET /identity/api/authorization/tenants/sqa/scopes/429be20c-a4bf-4627-a593-d32ef2b088e7/principals/?roleId=COM_VMWARE_IAAS_SCOPE_VRM_USER&limit=2147483647 HTTP/1.1" 404 143 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:46 +0000][32 ms] "GET /identity/api/authorization/roles/extensions/COM_VMWARE_IAAS_VRM_USER HTTP/1.1" 200 3662 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:46 +0000][29 ms] "GET /identity/api/authorization/tenants/sqa/scopes/429be20c-a4bf-4627-a593-d32ef2b088e7/principals/?roleId=CSP_CONSUMER&limit=2147483647 HTTP/1.1" 200 179 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:47 +0000][1296 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 463 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:48 +0000][649 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 446 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][667 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 461 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][24 ms] "GET /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286 HTTP/1.1" 200 105 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][34 ms] "GET /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/ HTTP/1.1" 200 664 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][83 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/CSP_SUBTENANT_MANAGER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][64 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/CSP_SUPPORT/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][63 ms] "POST /identity/api/tenants/sqa/subtenants/977e970c-bd62-461d-9cce-1672e269f286/roles/CSP_CONSUMER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:49 +0000][55 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:50 +0000][789 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 1791 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:50 +0000][59 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:50 +0000][62 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 20673 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:50 +0000][70 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:52 +0000][1326 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 463 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:53 +0000][749 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 446 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:53 +0000][676 ms] "PUT /identity/api/tenants/sqa/principals/ HTTP/1.1" 200 461 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:53 +0000][24 ms] "GET /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7 HTTP/1.1" 200 112 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:53 +0000][35 ms] "GET /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/ HTTP/1.1" 200 664 [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:54 +0000][71 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/CSP_SUBTENANT_MANAGER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:54 +0000][68 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/CSP_SUPPORT/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:54 +0000][65 ms] "POST /identity/api/tenants/sqa/subtenants/429be20c-a4bf-4627-a593-d32ef2b088e7/roles/CSP_CONSUMER/principals/ HTTP/1.1" 201 - [tomcat-http--39]
10.152.9.8 [12/Jun/2014:15:49:54 +0000][57 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:55 +0000][713 ms] "PUT /identity/api/tenants/sqa/membership HTTP/1.1" 200 2028 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:55 +0000][58 ms] "PUT /identity/api/tenants/sqa/customGroups HTTP/1.1" 200 2 [tomcat-http--49]
10.152.9.8 [12/Jun/2014:15:49:55 +0000][65 ms] "PUT /identity/api/authorization/tenants/sqa/authorities/extended/permissions HTTP/1.1" 200 27021 [tomcat-http--22]
10.152.9.8 [12/Jun/2014:15:49:55 +0000][44 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 1263 [tomcat-http--22]
127.0.0.1 [12/Jun/2014:15:50:00 +0000][49 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=1&limit=50 HTTP/1.1" 200 13398 [tomcat-http--63]
127.0.0.1 [12/Jun/2014:15:50:00 +0000][71 ms] "GET /component-registry/api/plugins/extensions/?pointId=csp.catalog.resource.operations&page=2&limit=50 HTTP/1.1" 200 281 [tomcat-http--64]
10.152.9.8 [12/Jun/2014:15:50:12 +0000][54 ms] "PUT /identity/api/authorization/tenants/vsphere.local/authorities/extended/permissions HTTP/1.1" 200 3148 [tomcat-http--31]
